heading,news_provider,date,time,wordcount
"  Blockchain of Things, Inc. Set to Open-Source Their Blockchain Building Platform. Catenis is Now Open Source.",PR.com,2023-01-27,08:00:00,572
  Latest Crypto News: Goldman Sachs’ Ranks Bitcoin As Best-Performing Asset In 2023; Web3 Reaches Hollywood As StoryCo Raises $6 Mn,Outlook India,2023-01-27,07:54:00,624
  Has Bitcoin Bottomed? (Technical Analysis),Seeking Alpha,2023-01-27,05:39:00,828
  Investors are 18 times more likely to ‘buy BTC’ than Apple stock: study,Stockhead,2023-01-27,05:30:00,598
  Akerna Corp. Announces Merger with Gryphon Digital Mining and Sale of Software Business to POSaBIT,Mobility Techzone,2023-01-27,05:00:00,1925
"  Bitcoin Mining Hardware Market to Reach $1.7 Billion, Globally, by 2031 at 12.6% CAGR: Allied Market Research",Mobility Techzone,2023-01-27,05:00:00,1160
"  Crypto Markets Analysis: Bitcoin, Ether Trading Activity Lessens as Investors Await FOMC’s Next Interest Rate Hike",CoinDesk,2023-01-27,00:00:00,442
"  First Mover Asia: Cryptos Shrug Off Latest US Productivity, Jobs Data; Bitcoin Hovers at $22.9K",CoinDesk,2023-01-27,00:00:00,1369
"  Crypto Markets Today: Bitcoin Holds Steady Above $23K, White House Urges Congress to 'Step Up' Crypto Regulation",CoinDesk,2023-01-27,00:00:00,638
  Bitcoin Holds Steady Above $23K as Traders Eye Fed’s Next Meeting,CoinDesk,2023-01-27,00:00:00,600
  Mooners and Shakers: Fantom surges as crypto opera plays on; Bitcoin strikes a steady note,Stockhead,2023-01-26,23:43:00,861
  “Bitcoin Is Inevitable” Proves President Bukele As El Salvador Pays $800M Bond In Full,ZyCrypto,2023-01-26,23:03:00,441
  7 Best NFL Betting Sites: Where to Bet on NFL Games in 2023,The Punch,2023-01-26,23:00:00,3657
  Best Crypto Pairs Trade Idea For 2023: Long GBTC And Short Bitcoin,Seeking Alpha,2023-01-26,22:33:00,693
"  Litecoin (LTC), a cryptocurrency created from a fork in the Bitcoin blockchain in 2011, recently surpassed Ethereum (ETH) in regard to the...",Korea IT Times,2023-01-26,22:00:00,459
"  The Whole FTX Fiasco And The Present State Of Crypto, Explained",HitFix,2023-01-26,21:31:00,2104
  US Dollar (DXY) Index is Plunging: Implications for Bitcoin Price,Bankless Times,2023-01-26,19:31:00,477
"  Bitcoin price analysis: Bulls head on towards next aim after surpassing $23,089",Cryptopolitan,2023-01-26,19:27:00,622
"  What are the advantages and disadvantages of Bitcoin, Dogecoin and B",Asian News International,2023-01-26,19:00:00,665
"  What are the advantages and disadvantages of Bitcoin, Dogecoin and Big Eyes Coin?",Asian News International,2023-01-26,19:00:00,667
  Zilliqa Price Prediction 2023-2032: What’s the future for ZIL?,Cryptopolitan,2023-01-26,18:33:00,2377
"  In the Wild World of Crypto, a Wild Bitcoin Play Is the Best Call",TheStreet.com,2023-01-26,18:24:00,998
  Elon Musk HODLs Bitcoin,Proactive Investors Australia,2023-01-26,17:45:00,312
"  Bitcoin Mining Is Back in Profit Following Bitcoin’s Price Rising to $18,800",Bankless Times,2023-01-26,17:20:00,331
"  Bitcoin bears in disbelief as BTC targets $28,000",Finbold - Finance in Bold,2023-01-26,15:37:00,420
  Metis (MTS) Trading Down 12.8% This Week,Daily Political,2023-01-26,15:26:00,613
  Augur (REP) Hits Market Capitalization of $65.05 Million,Daily Political,2023-01-26,15:24:00,732
  Ontology Gas (ONG) Achieves Market Cap of $97.08 Million,Daily Political,2023-01-26,15:24:00,632
  Basic Attention Token Price Reaches $0.26 (BAT),Daily Political,2023-01-26,14:46:00,720
  Aion 1-Day Volume Reaches $4.38 Million (AION),Daily Political,2023-01-26,14:46:00,602
  Electroneum (ETN) Price Up 36.9% Over Last 7 Days,Daily Political,2023-01-26,14:46:00,574
  Bitstop founders acquire Genesis Coin,The Paypers,2023-01-26,14:10:00,439
  China starts taxing crypto investors and Bitcoin miners 20%,Finbold - Finance in Bold,2023-01-26,13:15:00,518
  Bitcoin Index Fund Could Propel These Crypto ETFs,ETF Trends,2023-01-26,13:10:00,527
"  Bitcoin approaches a bullish golden cross as BTC reclaims $23,000",Finbold - Finance in Bold,2023-01-26,13:09:00,490
  Bitcoin surges ahead of Ethereum in post-FTX recovery rally,Proactive Investors Australia,2023-01-26,11:41:00,394
"  ‘Diamond Hands’ Tesla Still HODLing Over 10,000 BTC, Q4 2022 Report Reveals",ZyCrypto,2023-01-26,10:54:00,444
  Why This “RAVEN” 10%+ Dividend Strategy Will Win in 2023,Highlight Press,2023-01-26,10:00:00,1274
  El Salvador’s volcanic Bitcoin City wins international architectural design award,Finbold - Finance in Bold,2023-01-26,09:31:00,462
"  Crypto Prices Today: Bitcoin Gains 1.26%, Ethereum Up 3.53%, BTC Trends On Top",Outlook India,2023-01-26,09:25:00,458
  Bitcoin went up 37% in the last month,Notebook Check,2023-01-26,09:08:00,247
  Elon Musk and Tesla Still Hold Bitcoin,TheStreet.com,2023-01-26,05:00:00,550
  Elon Musk and Tesla Maintain Bitcoin Stake,TheStreet.com,2023-01-26,05:00:00,550
  Bitcoin Proposed to Become Legal Tender in Arizona - CNET,CNET News,2023-01-26,02:20:00,471
"  Bitcoin price to hit $29,000 in 2023 – Report",The Punch,2023-01-25,23:00:00,615
  Miller Value Partners Income Strategy Q4 2022 Letter,Seeking Alpha,2023-01-25,18:05:00,1898
  BTC contractors seek better working terms,The Tribune,2023-01-25,17:00:00,780
  Arizona senator pushes bill to recognize Bitcoin as legal tender in the state,Finbold - Finance in Bold,2023-01-25,16:52:00,336
  Goldman Sachs ranks Bitcoin as the best-performing asset of 2023,Finbold - Finance in Bold,2023-01-25,16:04:00,313
  Crypto After the Crash: Strategies for Resolving Valuation and Tax Issues in Matrimonial and Other Litigation,JDSUPRA Business Advisor,2023-01-25,15:30:00,2699
  Crypto Trojan Horses,Finance Magnates,2023-01-25,15:30:00,1886
  1inch Network Reaches One Day Trading Volume of $109.80 Million (1INCH),Daily Political,2023-01-25,15:20:00,684
"  Lido wstETH Price Reaches $1,709.52 (WSTETH)",Daily Political,2023-01-25,15:20:00,581
  Songbird Price Hits $0.0105 (SGB),Daily Political,2023-01-25,15:20:00,595
  Cartesi (CTSI) Price Reaches $0.14 on Major Exchanges,Daily Political,2023-01-25,15:10:00,634
  betaalmethodes bitcoin casino,Projects Monitor,2023-01-25,14:58:00,3009
  CDbio Price Tops $3.91 (MCD),Daily Political,2023-01-25,14:54:00,607
  Terra Classic (LUNC) Trading Down 3.9% This Week,Daily Political,2023-01-25,14:54:00,836
  Cronos (CRO) Price Up 2.9% This Week,Daily Political,2023-01-25,14:54:00,644
  Cryptocurrencies Rally in Early 2023 as Bitcoin Prices Recover,ETF Trends,2023-01-25,14:25:00,496
  ‘Bitcoin Rainbow’ chart suggests BTC is now officially in a bull run; But is it?,Finbold - Finance in Bold,2023-01-25,14:01:00,464
"  Crypto Prices Today: Market Falls As Bitcoin (BTC) Drops 1.24%, Ethereum (ETH) Falls 4.18%",Outlook India,2023-01-25,13:51:00,436
  C-Store Retailers Add Bitcoin ATMs,Convenience Store Decisions,2023-01-25,13:39:00,287
  Economical Changes that can be brought about by BTC or other Cryptocurrencies in Bhutan,Telemedia-news.com,2023-01-25,13:14:00,1064
"  Technicians want renewed, extended BTC contracts",The Nassau Guardian,2023-01-25,13:05:00,503
"  Can Bitcoin hit $30,000 this year? Here’s what the experts say",Finbold - Finance in Bold,2023-01-25,12:24:00,529
  Bitcoin nears first-ever death cross on 1-week chart; End of BTC rally?,Finbold - Finance in Bold,2023-01-25,11:56:00,512
  Crypto ATMs still going strong in the U.S.,Petrol Plaza,2023-01-25,11:02:00,163
"  Cryptocurrencies fall sharply; ""Bitcoin is overbought""",Digital Look,2023-01-25,09:16:00,631
  BTC Independent technicians demand meeting over contract agreements,Eyewitness News,2023-01-25,08:43:00,747
  Bitcoin Suisse Cuts Staff and Revamps Management,finews.com,2023-01-25,08:38:00,411
"  Grayscale would appeal lawsuit against SEC if court rejects case, CEO Michael Sonnenshein says",moneycontrol.com,2023-01-25,05:48:00,491
"  Grayscale would appeal lawsuit against SEC if court rejects case, CEO says Crypto asset manager Grayscale Investments is gearing up for a...",Canada.com,2023-01-25,05:45:00,548
"  Grayscale Would Appeal Lawsuit Against SEC If Court Rejects Case, CEO Says",International Business Times,2023-01-25,05:00:00,490
  US' First Nuclear-Powered Bitcoin Mine Opening in 2023 - CNET,CNET News,2023-01-25,03:17:00,507
  Wasabi Wallet Will Pay You to 'Crack' a Bitcoin Wallet,CoinDesk,2023-01-25,00:00:00,344
  Crypto Markets Analysis: Derivatives Markets Signal Continuation of Bullish Sentiment,CoinDesk,2023-01-25,00:00:00,385
  Tesla Did Not Buy or Sell Any Bitcoin in the Fourth Quarter,CoinDesk,2023-01-25,00:00:00,566
  Bitcoin's Upswing Is Reminiscent of 2019 Bull Revival,CoinDesk,2023-01-25,00:00:00,579
  First Mover Asia: Bitcoin Seesaws Above and Below $23K Again,CoinDesk,2023-01-25,00:00:00,1334
  Crypto Infrastructure Firm Blockstream Raises $125M for Bitcoin Mining,CoinDesk,2023-01-25,00:00:00,439
  Crypto Long & Short: Bitcoin's Hedge Potential,CoinDesk,2023-01-25,00:00:00,1455
  Give me that gold time religion,The San Juan Daily Star,2023-01-24,23:45:00,886
  How does the use of crypto assets affect gambling?,Cruise Addicts,2023-01-24,23:43:00,997
  Mooners and Shakers: Blockstream raises US$125m for BTC mining operations; Bitcoin and crypto market dips a tad,Stockhead,2023-01-24,23:26:00,519
  3 Short-Squeeze Stocks Set for a January Rally,InvestorPlace,2023-01-24,21:41:00,972
  BTC Statement on Independent Contractors,Bahamas Local,2023-01-24,21:37:00,159
  What’s the Short and Long-Term Outlook for Bitcoin?,The Saudi Gazette,2023-01-24,21:00:00,827
  Cryptoverse: Bitcoin investors take control,Cyprus Mail,2023-01-24,21:00:00,1128
  7 Cryptos to Watch as the Blockchain Hits $1 Trillion Again,InvestorPlace,2023-01-24,20:49:00,1500
  Evaluating Different Payment Methods for Online Betting,Nagpur Today,2023-01-24,20:00:00,1027
  Peter Schiff says Bitcoin and Gold are rising for opposite reasons in 2023,Techstory,2023-01-24,20:00:00,383
  Binance Stored Users' Fund with B-Tokens Collateral by ‘Mistake’: Report,Finance Magnates,2023-01-24,19:41:00,1439
  Binance Mixed Users' Fund with B-Tokens Collateral by ‘Mistake’: Report,Finance Magnates,2023-01-24,19:41:00,1439
  Let's Discuss Bitcoin Vs Ethereum And How Newcomer Big Eyes Coin is Breaking Big,WebIndia123.com,2023-01-24,19:00:00,761
  Tumor-infiltrating lymphocytes and macrophages as a significant prognostic factor in biliary tract cancer,PLOS One,2023-01-24,19:00:00,2265
  Let's Discuss Bitcoin Vs Ethereum And How Newcomer Big Eyes Coin is,Asian News International,2023-01-24,19:00:00,492
  Bitcoin’s price history: 2009 to 2023,Bankrate.com,2023-01-24,18:07:00,3078
  Blockstream Raises USD $125M to Expand Mining Operations,PRWeb,2023-01-24,18:00:00,677
  Gold Is Now Shining Over Bitcoin,TheStreet.com,2023-01-24,17:20:00,1419
  Bitcoin revs up its racing engine after massive breakout – $46k incoming?,Finbold - Finance in Bold,2023-01-24,15:39:00,395
"  Leading Bitcoin Pioneers Acquire Genesis Coin Inc, the First and Largest Bitcoin ATM Software Platform Worldwide",InvestorIdeas.com,2023-01-24,15:30:00,972
  Multichain Price Hits $9.29 on Exchanges (MULTI),Daily Political,2023-01-24,15:26:00,623
  Bitcoin rally pushes BTC to surpass all global banks in market cap,Finbold - Finance in Bold,2023-01-24,15:07:00,375
  Crypterium Price Reaches $0.16 on Major Exchanges (CRPT),Daily Political,2023-01-24,15:02:00,598
  Radicle Market Cap Achieves $90.38 Million (RAD),Daily Political,2023-01-24,15:02:00,679
  BTS Chain Price Hits $0.0025 on Exchanges (BTSC),Daily Political,2023-01-24,14:44:00,599
  Amberdata's BTC (Bitcoin) Options Report Finds Ethereum Options Likely to be a Big Driver of Volatility Trading in 2023 and Beyond,PRWeb,2023-01-24,14:00:00,478
"  Crypto Prices Today: Bitcoin (BTC) Gains 0.21%, Ethereum (ETH) Falls 0.70%, Aptos (APT) Top Trends",Outlook India,2023-01-24,13:58:00,455
  Court sets date for oral arguments in Grayscale's challenge of SEC's bitcoin ETF decision,CNBC,2023-01-24,13:48:00,500
  Bitcoin (BTC) begins an uptrend from the 200 EMA mark!,CryptoNewsZ,2023-01-24,13:46:00,366
  Bitcoin price prediction for Valentine’s Day 2023; Will BTC bring some love?,Finbold - Finance in Bold,2023-01-24,13:32:00,457
  Developer upgrades his old-school Nintendo to pay Bitcoin while playing Super Mario,Finbold - Finance in Bold,2023-01-24,13:11:00,430
"  Binance moved $346 mln for seized crypto exchange Bitzlato, data show LONDON — Crypto giant Binance processed almost $346 million in bitcoin...",Canada.com,2023-01-24,12:00:00,1092
  Bitfinex Offers Crypto Cards-as-a-Service Product from Tap Global,Finance Magnates,2023-01-24,11:42:00,1595
  Unlocking the potential of Android for Bitcoin traders,Android Headlines,2023-01-24,07:05:00,763
  D.C. appeals court expedites oral arguments in Grayscale lawsuit against SEC,CNBC,2023-01-24,06:11:00,494
  Court Sets Date for Oral Arguments in Grayscale's Challenge of SEC's Bitcoin ETF Decision,NBC 10,2023-01-24,06:00:00,519
  Bitcoin: Significant Recovery Expected (Technical Analysis),Seeking Alpha,2023-01-24,05:47:00,1701
  Bitstop founders buy world's largest bitcoin ATM software provider,Vending Times,2023-01-24,05:00:00,322
  Bitcoin Depot adds c-store partners for crypto ATMs,Vending Times,2023-01-24,05:00:00,111
  Cryptoverse: Bitcoin investors take control Paranoid? The domino downfall of FTX and other crypto custodians is enough to make the most...,Canada.com,2023-01-24,05:00:00,622
  Cryptoverse: Bitcoin Investors Take Control,International Business Times,2023-01-24,05:00:00,589
  Limestone Bitcoin mine trial expected before fall,WJHL-TV,2023-01-24,02:50:00,573
  Crypto Markets Today: Bitcoin Moves Sideways at $23K,CoinDesk,2023-01-24,00:00:00,724
"  Crypto Markets Analysis: Bitcoin, Ether Price Movement Stalls",CoinDesk,2023-01-24,00:00:00,391
"  Charts suggest investors should ignore ‘crypto cheerleaders’ and stick with gold, Jim Cramer says",CNBC,2023-01-23,23:57:00,372
"  Charts Suggest Investors Should Ignore ‘Crypto Cheerleaders' and Stick With Gold, Jim Cramer Says",NBC 10,2023-01-23,23:48:00,503
  Mooners and Shakers: ‘It’s mine’ – long-term Bitcoin holders remain strong; XRP and Lido DAO pump,Stockhead,2023-01-23,23:28:00,837
"  Genesis Coin Inc, Powering 35% of Global Bitcoin ATM Transactions, Acquired by Bitstop Founders",Blockchain News,2023-01-23,23:00:00,934
"  Best Online Casinos in Australia: Australian Casino Sites Ranked by Games, Fairness, and More",The Punch,2023-01-23,23:00:00,3302
  7 Growth Stocks That Will Make You Rich in 10 Years,InvestorPlace,2023-01-23,22:49:00,1407
  Bitcoin ETFs in 2023 Roll On Once Again,ETF Trends,2023-01-23,20:51:00,396
  SEC’s approach is slowing Bitcoin’s progress: Grayscale CEO,Techstory,2023-01-23,20:00:00,385
"  Bitcoin's 2023 rally gathers steam as cryptocurrency tops $23,000",CNBC,2023-01-23,18:42:00,1018
  BTC launches scholarship program,The Nassau Guardian,2023-01-23,16:51:00,748
  Crypto Corner Podcast 921: Stocks discussed: (TSXV: WFLD) (TSX: WNDR) (TSXV: CBIT),InvestorIdeas.com,2023-01-23,16:50:00,963
  Things to Consider Before Buying Crypto In 2023 [A Must Read],Cryptopolitan,2023-01-23,15:36:00,1310
  Aggregate Crypto Market Cap Inches Above $1 Trillion,Crowdfund Insider,2023-01-23,15:28:00,349
"  BITCOIN ADDITIONAL (BTCA) Price Hits $22,779.65",Daily Political,2023-01-23,15:18:00,125
  C2X (CTX) Self Reported Market Cap Achieves $46.09 Million,Daily Political,2023-01-23,15:18:00,543
  Cartesi (CTSI) One Day Volume Tops $23.00 Million,Daily Political,2023-01-23,15:18:00,637
"  cVault.finance (CORE) Reaches 24-Hour Volume of $1,348.71",Daily Political,2023-01-23,14:54:00,545
  MAP Protocol Price Tops $0.0085 on Top Exchanges (MAP),Daily Political,2023-01-23,14:50:00,642
  Holo Price Tops $0.0020 on Exchanges (HOT),Daily Political,2023-01-23,14:50:00,635
"  Cashaa One Day Trading Volume Reaches $215,488.95 (CAS)",Daily Political,2023-01-23,14:50:00,611
  Everipedia Self Reported Market Capitalization Tops $81.32 Million (IQ),Daily Political,2023-01-23,14:34:00,600
  BinaryX Reaches 24-Hour Volume of $8.30 Million (BNX),Daily Political,2023-01-23,14:34:00,637
  Ren Tops 1-Day Volume of $12.61 Million (REN),Daily Political,2023-01-23,14:20:00,599
  Hxro (HXRO) Achieves Self Reported Market Capitalization of $53.35 Million,Daily Political,2023-01-23,14:20:00,538
  OMG Network (OMG) Reaches Market Cap of $195.15 Million,Daily Political,2023-01-23,14:20:00,621
  Metal Hits 24 Hour Trading Volume of $10.38 Million (MTL),Daily Political,2023-01-23,14:18:00,612
  Decentraland (MANA) Trading Up 2.2% This Week,Daily Political,2023-01-23,14:18:00,622
  Crypto in the Black Community,The Dallas Weekly,2023-01-23,14:00:00,1018
  Bitcoin surges 30% since crypto-skeptic Peter Schiff advised ‘HOLDers’ to sell,Finbold - Finance in Bold,2023-01-23,13:00:00,461
"  Crypto Prices Today: Bitcoin Gains 0.31%, Ethereum Up 0.77%; Solana Falls 1.43%",Outlook India,2023-01-23,12:51:00,459
  Bitcoin overtakes Tesla as $40 billion flows into BTC market cap in a week,Finbold - Finance in Bold,2023-01-23,12:47:00,380
"  Bitcoin's 2023 Rally Gathers Steam as Cryptocurrency Briefly Tops $23,000",NBC 10,2023-01-23,12:39:00,1087
"  Bitcoin's 2023 rally gathers steam as cryptocurrency briefly tops $23,000",CNBC,2023-01-23,12:39:00,1017
  How Does Orbeon Protocol (ORBN) Compare Against BTC And TRON?,ZyCrypto,2023-01-23,12:18:00,577
"  Solo Bitcoin miner beats odds and wins $130,000 in BTC by solving block",Finbold - Finance in Bold,2023-01-23,11:36:00,329
  Bitcoin Takes The Spotlight As Brazil And Argentina Mulls Creating A Common Currency,ZyCrypto,2023-01-23,11:24:00,500
  What You Need to Know About Crypto Online Gambling,DailyGame.net,2023-01-23,10:10:00,649
"  Bitcoin targets $23,000; is correction in sight for 'cryptos'?",Digital Look,2023-01-23,09:37:00,694
  America’s first nuclear-powered Bitcoin mining center to open in Pennsylvania,Finbold - Finance in Bold,2023-01-23,09:34:00,493
  Even Eric Adams isn’t talking about it anymore.,City & State New York,2023-01-23,09:00:00,2518
  Is crypto dead in New York?,City & State New York,2023-01-23,09:00:00,2514
  Paul Krugman says bitcoin could be losing out to the 'pet rock of ages' gold because scandals are denting faith in crypto,Business Insider Australia,2023-01-23,08:16:00,529
  Okcoin partners Paradigm for a Bitcoin Core maintainer grant,The Paypers,2023-01-23,08:05:00,440
  How to Easily Exchange Bitcoin Cash to Bitcoin – A Step-by-Step Guide,Amico Hoops,2023-01-23,07:54:00,1090
  FIVE at FIVE AU: Q4 inflation data to determine rates; Tesla’s miss;...,Proactive Investors Australia,2023-01-23,07:25:00,1118
"  A woman scammed investors out of $4 billion, the FBI says. Then she boarded a plane and disappeared",KSBW Channel.com,2023-01-23,06:11:00,3262
  CryptocurrencyIs crypto dead in New York?,City & State,2023-01-23,05:00:00,2515
  Digital Network Solutions certifies Just.Cash cryptocurrency for independent ATMs,Vending Times,2023-01-23,05:00:00,329
  DNS announces certification of Just.Cash,The Green Sheet,2023-01-23,05:00:00,814
  Digital Network Solutions certifies Just.Cash,The Green Sheet,2023-01-23,05:00:00,814
"  Cryptocurrency Price Today: Ethereum Climbs Above $1,600, Axie Infinity Sees Over 44 Percent Gain",ABP News,2023-01-23,04:53:00,614
  Bitcoin Miner Argo Blockchain's Shares Climb After Regaining Nasdaq Listing,CoinDesk,2023-01-23,00:00:00,427
  Mooners and Shakers: Bitcoin and crypto market enjoy weekend surge; OKB and Axie Infinity pump,Stockhead,2023-01-22,23:37:00,967
"  El Salvador’s Exposure to Bitcoin Is Still “Minimal”, Asserts Regional Banker",ZyCrypto,2023-01-22,22:05:00,415
  American entrepreneur warns Bitcoin to get ‘smoked’ if Fed does not pivot,Finbold - Finance in Bold,2023-01-22,20:24:00,452
  When does this Crypto bear market ever come to an end?,Techstory,2023-01-22,20:00:00,346
"  Bitcoin price analysis: BTC price rapidly declines below $22,891 as bears took over",Cryptopolitan,2023-01-22,18:57:00,646
  Someone illuminated a massive Bitcoin logo on Berlin’s iconic TV tower,Finbold - Finance in Bold,2023-01-22,17:05:00,566
"  Bitcoin’s 2023 rally gathers steam as cryptocurrency briefly tops US$23,000",Dimsum Daily,2023-01-22,17:00:00,997
  Ren Price Prediction 2023-2032: Is REN a Good Investment?,Cryptopolitan,2023-01-22,17:00:00,2862
"  Monero, Dash, and Litecoin face stiff competition from rising star BudBlockz",CryptoNewsZ,2023-01-22,16:10:00,797
"  Cryptocurrencies to watch for the week of January 23, 2023",Finbold - Finance in Bold,2023-01-22,15:41:00,1281
  CyberDragon Gold (GOLD) Price Reaches $0.0113 on Major Exchanges,Daily Political,2023-01-22,15:36:00,523
  The Debt Box Price Reaches $36.60 on Exchanges (DEBT),Daily Political,2023-01-22,15:36:00,609
"  Songbird Hits 24 Hour Volume of $938,215.15 (SGB)",Daily Political,2023-01-22,15:22:00,598
  Bitgert Price Reaches $0.0000 (BRISE),Daily Political,2023-01-22,15:22:00,553
  Chia (XCH) Price Tops $45.35,Daily Political,2023-01-22,15:22:00,607
  SafeMoon (SAFEMOON) Market Cap Hits $3.51 Million,Daily Political,2023-01-22,15:22:00,679
  CDbio Price Down 1.4% Over Last Week (MCD),Daily Political,2023-01-22,15:04:00,607
  Cronos Market Cap Reaches $2.00 Billion (CRO),Daily Political,2023-01-22,15:04:00,649
  Prince Philip Of Serbia Says 'Money Is Purely Fictional'; Predicts BTC Will 'Outcompete All Fiat Currencies',International Business Times,2023-01-22,05:00:00,659
"  Bitcoin Surge Just Getting Started, Could Reach $30K Next Month: Analyst",International Business Times,2023-01-22,05:00:00,536
"  Bitcoin Chess, Other Rewarded Games Released by Fintech ZEBEDEE, VIKER",Crowdfund Insider,2023-01-21,20:42:00,554
  Billionaire Peter Thiel made $1.8 billion from Crypto,Techstory,2023-01-21,20:00:00,444
  Currency Speculators retreat from US Dollar Index bullish bets to a 78-week low,CountingPips,2023-01-21,19:07:00,2092
"  Bitcoin price analysis: Bulls deny further downside as BTC eyes the $23,249 resistance level",Cryptopolitan,2023-01-21,17:25:00,701
  renBTC Trading 4.2% Higher This Week (RENBTC),Daily Political,2023-01-21,15:22:00,586
  Apollo Currency (APL) Self Reported Market Cap Hits $10.46 Million,Daily Political,2023-01-21,15:22:00,552
  LooksRare Reaches Market Cap of $100.76 Million (LOOKS),Daily Political,2023-01-21,15:04:00,502
  OKC Token Price Up 0.3% Over Last Week (OKT),Daily Political,2023-01-21,14:50:00,638
  Nexum (NEXM) Price Hits $0.0151 on Major Exchanges,Daily Political,2023-01-21,14:46:00,517
"  Crypto Prices Today: Bitcoin (BTC) Gains 9.09%, Ethereum (ETH) Up 6.41%; Aptos (APT) Top Gainer",Outlook India,2023-01-21,13:50:00,452
  Bulls push Bitcoin higher to reclaim $23k; Can BTC rally further?,Finbold - Finance in Bold,2023-01-21,12:33:00,445
"  Bitcoin Targets $25,000 In Ultra-Bullish Breakout as Whales Double Down On Gigantic BTC Buys",ZyCrypto,2023-01-21,12:30:00,495
  Can Bitcoin Maintain the Latest Rally? Experts Express Mixed Reactions,ZyCrypto,2023-01-21,12:18:00,423
  Bitcoin FTX Crime Scene CAPITULATION!,Market Oracle,2023-01-21,12:11:00,2701
  Bitcoin’s 20% Pump A Result of Reduced Consumer Index – Crypto Exec,ZyCrypto,2023-01-21,12:01:00,445
"  Bitcoin rises 2.3% to $23,199(Reuters) - Bitcoin rose 2.3% to $23,199 at 10:07 GMT on Saturday, adding $521 to its previous close. Bitcoin...",WNFL,2023-01-21,09:23:00,116
  BDC Weekly Review: Wrong-Way Risk Rears Its Head,Seeking Alpha,2023-01-21,08:35:00,1128
  Crypto Miners Dig Themselves Out Of 2022 Rut,Seeking Alpha,2023-01-21,08:20:00,693
"  Bitcoin rises 6.2 percent to $22,401(Reuters) - Bitcoin rose 6.24 % to $22,401 at 22:07 GMT on Friday, adding $1,315 to its previous close...",Chronicle Herald,2023-01-20,22:22:00,218
  Was the Air Travel “Ground Stop” the Work of Ransomware Hackers?,The New American,2023-01-20,21:22:00,1017
  IN BRIEF: Quantum Blockchain applies SHA-256 to other cryptocurrencies,London South East,2023-01-20,21:12:00,152
"  IN BRIEF: Quantum Blockchain applies SHA-256 to other cryptocurrencies20 January 2023, 21:12",Shares Magazine,2023-01-20,21:12:00,156
"  Bitcoin has climbed more than 10% this week, outperforming stocks",CNBC,2023-01-20,20:31:00,508
  Outdated: Remarks before the Digital Assets at Duke Conference,U.S. Securities and Exchange Commission,2023-01-20,20:25:00,9348
"  Snowfall Protocol Expected to Hit $1, Bitcoin Consolidates at $20K: Has Crypto Winter Ended?",ZyCrypto,2023-01-20,18:29:00,480
  Snowfall Protocol Offering More Attractive Returns as Bitcoin Mining is at its Most Difficult,ZyCrypto,2023-01-20,18:22:00,522
"  Bitcoin price analysis: BTC shows bullish strength as the coin rises to $21,148",Cryptopolitan,2023-01-20,15:57:00,623
  Tellor (TRB) Trading Down 3.4% Over Last 7 Days,Daily Political,2023-01-20,15:46:00,741
"  DFI.Money (YFII) Price Tops $1,271.84",Daily Political,2023-01-20,15:46:00,607
  The Graph (GRT) Trading Up 6.5% This Week,Daily Political,2023-01-20,15:46:00,607
  Miami mayor says salary increased since he began earning Bitcoin despite bear market,Finbold - Finance in Bold,2023-01-20,15:42:00,406
"  Bitcoin is a hyped-up fraud, says JPMorgan head Jamie Dimon",Proactive Investors Australia,2023-01-20,15:39:00,293
  Verge (XVG) Price Reaches $0.0028 on Top Exchanges,Daily Political,2023-01-20,15:34:00,612
  Bitcoin Gold Price Reaches $15.47 on Exchanges (BTG),Daily Political,2023-01-20,15:34:00,125
  ZClassic Price Hits $0.0464 (ZCL),Daily Political,2023-01-20,15:34:00,499
  Alpha Finance Lab (ALPHA) Achieves Market Cap of $112.40 Million,Daily Political,2023-01-20,15:30:00,606
  VIDT Datalink (VIDT) Achieves Self Reported Market Cap of $29.02 Million,Daily Political,2023-01-20,15:30:00,584
"  Terra (LUNA) Hits Self Reported Market Cap of $388,742.54 Billion",Daily Political,2023-01-20,15:14:00,840
  Ethereum Classic Market Cap Hits $2.89 Billion (ETC),Daily Political,2023-01-20,15:14:00,809
  NEM (XEM) 1-Day Volume Hits $8.64 Million,Daily Political,2023-01-20,15:14:00,622
  “Bitcoin Is A Hyped-Up Fraud” — JPMorgan CEO Jamie Dimon Asserts,ZyCrypto,2023-01-20,15:03:00,428
"  CoinEx Token 1-Day Trading Volume Tops $335,326.41 (CET)",Daily Political,2023-01-20,14:54:00,589
  Best Online Casinos South Africa - Top Online Casinos 2023,Cision Wire,2023-01-20,14:11:00,4882
"  Crypto Prices Today: Market Rises As Bitcoin Gains 1.54%, Ethereum Up 2.51%",Outlook India,2023-01-20,14:07:00,450
"  2022 ratings: Bitcoin was most hated cryptocurrency, ETH and SOL – most loved",Finbold - Finance in Bold,2023-01-20,13:03:00,400
  Crypto Miners Dig Themselves Out of 2022 Rut,ETF Trends,2023-01-20,13:00:00,704
  How to use margin trading and leverage in crypto trading?,CryptoNewsZ,2023-01-20,12:58:00,780
  5 best cryptocurrencies to buy this weekend,Finbold - Finance in Bold,2023-01-20,11:01:00,789
  Quantum Blockchain applies SHA-256 to other cryptocurrencies,MarketScreener,2023-01-20,09:14:00,88
